"ID","Title","Link","Content","Gold Label"
"10","Quaid-e-Azam Trophy to be paused for Champions T20 Cup","https://www.geo.tv/latest/575794-quaid-e-azam-trophy-to-be-paused-for-champions-t20-cup","LAHORE: The Pakistan Cricket Board (PCB) has decided to defer triangular stage of the premier first-class tournament, Quaid-e-Azam Trophy (QEAT) 2024-25, to accommodate the newly-introduced Champions T20 Cup. The T20 tournament, a part of the Champions tournaments, introduced by the cricket board earlier this year, will run from December 7 to 25 in Rawalpindi. In a bid to accommodate the inaugural edition of the Champions T20 Cup, the triangular stage of the ongoing QEAT, scheduled to commence on November 26, will be held in two phases. As a result, the first two matches of the decisive stage will be held in Abbottabad while the remaining match and the final will be held after the conclusion of the new tournament. ""To ensure all domestic players have the opportunity to compete in the much-awaited Champions T20 Cup, the PCB has rescheduled the final round matches of the Quaid-e-Azam Trophy,"" shared PCB in a statement. ""The last triangular stage fixture between Lahore Whites and Sialkot will now be played from December 27 to 31, with the five-day final to follow from January 2-6. Venues for these matches will be announced in due course,” the statement added. The cricket board has also shared the schedule of the five-team tournament, comprised of 22 matches, including six double-headers and eight single-headers. The Champions T20 Cup will be played in ""a new cut-throat format"" to enhance the intensity of the competition. As per the format, the table-topper after the double-league stage will advance directly to the final, while the second and third-placed teams will face off in a Qualifier. The tournament format will also serve as a platform for emerging talent to showcase their skills, offering selectors valuable insights into players who could be groomed for the national team. Furthermore, standout performers may attract the attention of the Pakistan Super League (PSL) franchises as they prepare for the 2025 season and beyond. Sat, Dec 7: Stallions v Panthers (11am); Nurpur Lions v UMT Markhors (3:30pm) Sun Dec 8: Panthers v Dolphins (12pm) Mon, Dec 9: Stallions v Lions (12pm) Tues, Dec 10: Dolphins v Markhors (12pm) Wed, Dec 11: Lions v Panthers (12pm) Thurs, Dec 12: Stallions v Markhors (11am); Dolphins v Lions (3:30pm) Fri, Dec 13: Panthers v Markhors (11am); Stallions v Dolphins (3:30pm) Sun, Dec 15: Stallions v Panthers (11am); Lions v Markhors (3:30pm) Mon, Dec 16: Panthers v Dolphins (12pm) Tues, Dec 17: Stallions v Lions (12pm) Wed, Dec 18: Dolphins v Markhors (12pm) Thurs, Dec 19: Lions v Panthers (12pm) Fri, Dec 20: Stallions v Markhors (11am); Dolphins v Lions (3:30pm) Sat, Dec 21: Panthers v Markhors (11am); Stallions v Dolphins (3:30pm) Mon, Dec 23: Qualifier (Second ranked side v third ranked side) (3:30pm) Wed, Dec 25: FINAL (3:30pm)","sports"
"11","ICC Champions Trophy 2025 tours Karachi's iconic spots before heading to Lahore","https://www.geo.tv/latest/575787-icc-champions-trophy-visits-karachis-iconic-spots-on-three-day-tour","KARACHI: The ICC Champions Trophy’s trophy wrapped up its three-day tour of Karachi on Friday, marking its visit to various iconic locations, educational institutions, and a public exhibition at Port Grand. The trophy now heads to Lahore, though no activities are currently planned for its stop there. The trophy tour in Karachi began on Wednesday at the historic Burns Road food street and concluded with a final public display at Port Grand. On Friday, the trophy was taken to colleges, the Quaid-e-Azam’s mausoleum, the Karachi Metropolitan Corporation (KMC) headquarters, Mohatta Palace, and the National Stadium. Champions Trophy-winning captain Sarfaraz Ahmed attended a trophy tour event at a local college earlier in the day, where he was greeted with a heroic welcome by students and staff. Sarfaraz, who led Pakistan to its maiden Champions Trophy title in 2017, recalled his memories of Pakistan’s historic triumph. “All our players will remember every single moment from that event. It was a historic achievement for us,” Sarfaraz told the students. The former captain posed with the Champions Trophy alongside the college students, adding excitement to the event. At the KMC headquarters, Karachi Mayor Murtaza Wahab welcomed the trophy, calling its arrival a proud moment for the city. “Having the Champions Trophy visit KMC and being able to hold it is a moment of great pride for us,” Wahab said. He thanked the Pakistan Cricket Board for selecting Karachi as part of the tour and assured the city's readiness to host the tournament’s matches. “It would be an honour if Karachi gets to host Champions Trophy matches. The city administration will provide all necessary support,” he added. Looking ahead to the tournament, they mayor expressed optimism for Pakistan’s performance. “Next year, Pakistan will make history by hosting the Champions Trophy. I hope cricket fans witness some excellent cricket and pray that Pakistan lifts the trophy once again. Cricket unites us, transcending all divides,” he remarked. He also urged for politics to remain separate from sports. “Just as Pakistan recently sent its team to India for a cricket World Cup, I hope the Indian government rises above politics and allows its team to visit Pakistan. If the Indian team comes, we will ensure their best possible hospitality,” he said. Sindh Sports Minister Sardar Muhammad Bux Mahar also joined the celebrations at the National Stadium. Accompanied by Sports Secretary Abdul Aleem Lashari, Mahar posed with the trophy and toured the stadium. The minister said that it was a matter of immense happiness that the ICC Champions Trophy is happening in Pakistan. “Pakistan is fully prepared to host the Champions Trophy. International teams will come here and experience our unmatched hospitality,” he added. The trophy tour also included a visit to Quaid-e-Azam’s mausoleum for a photoshoot, followed by a stop at Mohatta Palace, where Sindh Culture Minister Zulfiqar Ali Shah posed with the trophy. The grand finale took place at Port Grand, where the trophy was displayed to the public. Fans gathered in large numbers to see the iconic silverware and capture memories with it. The Champions Trophy, which arrived in Karachi two days ahead of schedule, will leave for Lahore on Saturday, though there are no events planned in Lahore, as yet. The next international destination of the trophy tour, according to the announced schedule, is Afghanistan.","sports"
"12","Azhar Ali appointed PCB's Head of Youth Development","https://www.geo.tv/latest/575714-azhar-ali-appointed-as-pcbs-head-of-youth-development","Former captain Azhar Ali has been appointed as the Pakistan Cricket Board (PCB)’s Head of Youth Development, following a recruitment process. This role will be an extension of Azhar’s existing responsibilities, as he also serves as a member of the Men’s National Selection Committee. Azhar, a celebrated figure in Pakistan cricket, began his journey at the ICC U19 Cricket World Cup in 2002 before transitioning to the senior national team. Over a distinguished career spanning from 2010 to 2022, he earned 97 Test and 53 ODI caps. He captained the national side in nine Tests and 31 ODIs. He was also a key member of Pakistan's historic ICC Champions Trophy-winning squad in 2017. As the head of Youth Development, Azhar has been tasked with shaping the future of Pakistan cricket by designing and implementing comprehensive youth cricket strategies, establishing robust grassroots cricket structures and talent pathways, collaborating with regional cricket associations to strengthen age-group programmes, educating emerging cricketers under the PCB’s Pathways Programme, and organising seminars and clinics to build awareness of off-field development essentials for aspiring players. On his new role, Azhar said he was honoured and excited to take on the important job. “Having risen through the age-group ranks and played extensive club and domestic cricket, I understand the critical role grassroots development plays in shaping future stars. “Significant strides have already been made in this area and I look forward to working with my colleagues to elevate our youth development programme further. Our goal is to identify promising talent and equip them with the tools to excel at the highest level.” The PCB congratulated Azhar on his appointment and expressed confidence that his experience and vision would significantly contribute to the growth and success of youth cricket in Pakistan.","sports"
"13","Messi to return to Barcelona for its 125th anniversary ","https://www.geo.tv/latest/575558-messi-to-return-to-barcelona-for-its-125th-anniversary","Argentina’s Lionel Messi is set to return to legendary club FC Barcelona by attending the 125th anniversary gala celebrations, as perRadio Catalunya’s Barca Reservat. The famed footballer joined the La Masia academy as a 13-year-old and kick-started his journey. He had growth problems but went on to make his senior debut against Espanyol in 2004 aged 17. Messi went on to become the club’s greatest player and one of the best footballers of all time withGoal.comreporting that the athlete scored 672 goals for Barca in the 17 years he represented the side. His time with Barcelona ended in 2021 after the Catalan side’s financial troubles began to become impossible to handle and the club failed to renew the contract of the Argentine maestro despite President Joan Laporta promising him otherwise. This left a strain between the two. However, Laporta is trying to look past the differences and has invited Messi personally to attend his former club’s 125th anniversary at the Liceu Theatre on November 29, according toCatalunya Radio's Tot Costa. The reports suggest that the World Cup winner will attend the event and aims to return to the club for the first time since he bid farewell to it in 2021.","sports"
"14","Former Pakistani cricketer-turned-umpire Mohammad Nazir Junior passes away","https://www.geo.tv/latest/575541-former-pakistani-cricketer-turned-umpire-mohammad-nazir-junior-passes-away","LAHORE: Former Pakistan cricketer and umpire Mohammad Nazir Junior passed away at the age of 78 after battling with prolonged illness, his son Noman Nazir confirmed on Thursday. Nazir had been severely ill and undergoing treatment at a private hospital in Punjab's capital city since last week  before his unfortunate demise. The Lahore-born cricketer was seriously injured five years ago after he faced a traffic accident which caused his health to deteriorate. The right-handed cricketer, who represented Pakistan in 14 Test matches and four ODIs, took 34 wickets throughout his international career. He claimed seven wickets in the first innings of his debut Test — the first Pakistani spinner to achieve the feat. He then pursued a career in umpiring and officiated 15 ODIs and five Tests during a brief stint. Nazir Junior was revered for his cricketing acumen and contributions towards nurturing raw talent. Pakistan Cricket Board (PCB) Chairman Mohsin Naqvi and the cricketing fraternity expressed deep sorrow and grief over the sad demise of the former cricketer and umpire. Naqvi paid rich tributes to Nazir Junior’s services to Pakistan cricket. ""On behalf of the PCB, I express my condolences and grief over the demise of our former Test Cricketer Mohammad Nazir,"" he said in a statement. ""We extend our deepest sympathies and share the grief of his friends and family. His contributions to Pakistan cricket will always be remembered.""","sports"
"15","Argentina's Messi expected to play international match in India next year","https://www.geo.tv/latest/575406-argentinas-messi-expected-to-play-international-match-in-india-next-year","Argentina's national team, including legendary footballer Lionel Messi, is expected to play an international match in India's Kerala State next year, Sports Minister V Abdurahiman said on Wednesday. According to Indian media, the minister stated that the match would be held under the supervision of the state government. ""All the financial assistance for organising this high-profile football event will be provided by the merchants of the state. Argentina’s national team is coming here,"" he said. Kerala Chief Minister Pinarayi Vijayan has also announced the expected visit of Lionel Messi-led Argentina next year. “Kerala is set to make history as FIFA World Cup champions Argentina are expected to visit next year! The dream is becoming a reality thanks to the state government’s efforts and the support of the Argentina National Football team. Let's gear up to welcome the champions and celebrate our love for football,” Vijayan said in a post on social media platform X. The last time Messi-led Argentina visited India was in 2011, when the team faced Venezuela at the Salt Lake Stadium in a friendly fixture in Kolkata. The game ended in a 0-0 draw. The megastar has an incredible fan following in India, a country that is extremely enthusiastic about cricket. As for the player's future, he has yet to hang up his boots in international football as he continues to be a major part of the Argentina football team in the World Cup qualifiers for the 2028 edition. Messi will forever be remembered for winning the 2022 FIFA World Cup title with his team and completing his stellar trophy cabinet.","sports"
"16","Head coach sheds light on Babar Azam's place in men's T20Is team","https://www.geo.tv/latest/575388-head-coach-sheds-light-on-babar-azams-place-in-mens-t20is-team","LAHORE: Newly-appointed head coach of Pakistan’s white-ball cricket team Aqib Javed touched on star batter Babar Azam’s inclusion and position in the T20I team. The former captain, who has been going through a tough patch across all formats of the game, also had an unimpressive run in the recent three-match T20I series against Australia where he only scored 47 runs at a meagre average of 15.66 and strike-rate of 142.42. Aqib while addressing the media in Lahore on Wednesday, was asked whether Babar would be considered for T20Is. “Senior players like Babar and Rizwan have a value. They performed over the years for Pakistan,"" he said. Earlier, commenting on Babar’s woes in the aforementioned series, former cricketer Basit Ali had claimed that the third T20I against Australia was the batter’s last in the format, since Aqib — one of the most vocal critiques of star batter — had taken the reins of the white-ball side. “As long as Aqib Javed is the head coach, this may be Babar Azam’s last T20 match,” Basit had said during a local TV programme. “I am simply stating what is evident. You have a premium batsman averaging just 14 runs across three matches. What kind of batsman gets dismissed before the eighth over?” he had questioned. However, Aqib in his address debunked Basit’s claim and highlighted Babar's contributions to the team over the years and reiterated that ""every person has its own opinion but our focus is not to target any individual"". “Everyone saw Babar playing in the last three ODIs. I mean, look, when you become a coach or a selector, then it’s not about individual [preference]. Your goal is to improve Pakistan cricket,"" the head coach added. “Whatever efforts we put in did not favour any individual but Pakistan cricket as a whole. If you won the series against England it was won by Pakistan cricket,"" Aqib said while addressing the media. “So, our focus remains solely to try and improve the image and results of Pakistan cricket,"" he concluded.","sports"
"17","With ICC in a fix, Champions Trophy schedule 'likely to be delayed'","https://www.geo.tv/latest/575285-with-icc-in-a-fix-champions-trophy-schedule-likely-to-be-delayed","LAHORE: The ambiguity surrounding the International Cricket Council's (ICC) Champions Trophy 2025 is expected to linger on due to the likelihood of a delay in the announcement of the schedule for the mega-event, sources toldGeo Newson Wednesday. The Pakistan Cricket Board (PCB), the sources added, was not backing from its stance against a hybrid model for the tournament and therefore it is unlikely that the event's schedule will be announced in the next 24 hours. The development comes as the highly-anticipated tournament — set to be hosted by Pakistan in February-March next year — has seen the PCB coming at odds with the Board of Control for Cricket in India (BCCI) over the latter's apparent refusal to visit Pakistan.   The ICC has officially demanded a written explanation from the BCCI over its refusal after the PCB requested the ICC to provide a copy of India's written response regarding the decision against attending the mega-event. The Indian board had previously verbally communicated its decision against its participation to the international cricketing body. Apart from the PCB's stance, the refusal of broadcasters and commercial partners to accept a schedule that does not feature a Pakistan-India match — which brings significant eyes and therefore generates valuable revenue — has also added to the ICC's woes. Furthermore, they also have warned of legal action if the tournament does not include a contest between the arch-rivals. The sources say that the announcement of the schedule will be possible in a couple of days if the stakeholders show flexibility. Stakeholders are in favour of holding the event with mutual consensus, they added. Meanwhile, the international cricketing body is striving to come up with a solution before BCCI Secretary Jay Shah takes charge as ICC Chairman on December 1. It is pertinent to mention that in recent years, the ICC has made sure that India play Pakistan at least once in each of the global cricketing events, ensuring a major chunk of revenue from this game. The match between arch-rivals at the 2023 World Cup drew unprecedented interest, with 173 million viewers on Indian TV and 225 million digital viewers. The ICC, which secured $3.2 billion from broadcast rights for the 2024-2027 cycle and anticipates $1 billion more in other revenue, relies heavily on marquee events featuring Pakistan and India. It is to be noted that India has not played an international match in Pakistan since 2008. Last year, the BCCI declined to send a team to Pakistan for the Asia Cup, leading to a hybrid format with later stages held in Sri Lanka. However, Pakistan did visit India soon after for the 2023 ODI World Cup.","sports"
"18","Tears flow as Nadal bids farewell to tennis after Davis Cup loss","https://www.geo.tv/latest/575259-tears-flow-as-nadal-bids-farewell-to-tennis-after-davis-cup-loss","Rafael Nadal got emotional while receiving an impassioned farewell from his fans in a packed arena in Malaga on Tuesday, following Spain's 2-1 defeat to the Netherlands in the Davis Cup. The match marked the 38-year-old’s final professional appearance, bringing an end to his illustrious career. Nadal, overwhelmed with emotions, delivered a moving 15-minute speech at a sold-out Malaga venue. The 22-time Grand Slam champion struggled to hold back tears as he recalled his journey. ""What I have tried to do is to be a good person, and I hope you’ve seen that,"" Nadal told the crowd. “I leave the tennis world having met so many friends along the way. I have so many people to thank. I leave with the peace of mind of having left a sporting and personal legacy I can be proud about. “Thanks to all of you, the public. It's over 20 years (career), good years, bad years. I have been able to live with all of you. I have felt very fortunate to feel so much affection from all over the world, especially here in Spain.” Earlier, Nadal’s singles match ended in a 6-4, 6-4 loss to Botic van de Zandschulp, breaking his 29-match Davis Cup singles winning streak. Despite Carlos Alcaraz’s victory over Tallon Griekspoor, Spain’s hopes ended when Marcel Granollers and Alcaraz were defeated in the deciding doubles match. Nadal, who announced his retirement last month, admitted his farewell did not unfold as he had hoped. “It's obvious that it didn't turn out the way we wanted it to. I have given what I had. I want to thank you for allowing me the opportunity to spend these last days as a professional team player,” Nadal said. ""My body has told me it doesn't want to play tennis anymore and I have to accept that. I am privileged. I have been able to make my hobbies my profession. I am fortunate. “My family, my team, my friends. I am a person who believes in continuity, I believe in keeping the people you love and who make your life better. I have kept my family close. Without you this would not have been possible."" As Spain’s Davis Cup captain David Ferrer faced criticism for including Nadal, the Netherlands advanced to face the winner of the Canada-Germany tie in the semi-finals.","sports"
"19","India pull out of Blind T20 World Cup 2024 in Pakistan","https://www.geo.tv/latest/575196-india-pull-out-of-blind-t20-world-cup-2024-in-pakistan-as-blue-shirts-not-allowed-to-cross-the-border","The Indian blind cricket team has withdrawn from the upcoming T20 World Cup 2024, scheduled to be held in Pakistan, after its Ministry of External Affairs (MEA) denied permission to cross the border, Indian media reported on Tuesday. Shailendra Yadav, General Secretary of the Indian Blind Cricket Association (IBCA), has confirmed the development to an Indian media outlet, saying that the Indian team will not travel to Pakistan for the global event, which will be held from November 23 to December 3. Speaking to the media outlet, Yadav shared that the blind cricket team received a no-objection certificate (NOC) from the Sports Ministry but was awaiting the government’s approval. However, as per the latest development, the MEA has denied granting permission to the blind team to participate in the upcoming world cup. “We were waiting for the last 25 days to get permission from the government to go to Pakistan. Now we can’t wait any longer as the tournament is about to begin,” Yadav said. “When I talked with the Ministry of External Affairs (MEA) on the phone then they told us that we won't be getting any permission to go to Pakistan and we can cancel your tournament. “They also told us that we will be getting an official letter of denial as well. However, we haven’t got any official letter yet but on the basis of our conversation with MEA we’ve decided not to go to Pakistan and we will not participate in the Blind T20 World Cup.” He expressed disappointment over the decision but affirmed that the cricketing association would abide by the MEA’s directives. ""Along with us, England, Australia and New Zealand are also not coming. Hence, India will become the fourth team which will not take part in this tournament,” he claimed. Despite India’s refusal, the Blind T20 World Cup 2024 will proceed as per the schedule. ""All other teams are coming to Pakistan for the World Cup. If one team doesn’t show up, it won’t affect our preparations,"" Pakistan Blind Cricket Council (PBCC) chairman Syed Sultan Shah had stated. The development came amid reports, suggesting that the Board of Control for Cricket in India (BCCI) has formally informed the International Cricket Council (ICC) that it will not send its national men’s team to Pakistan for the Champions Trophy, citing the directives of the federal government.","sports"
