Image,Original Name,Word Count Range,Article Number,Image Sequence,Font Size,Blur Level,Background Color,Gold Label,Response,WER,CER,word_count
11,110-130_11_02_base_18_bg-slate_gray.jpg,110-130,11,2,18,0.0,slate_gray,آسٹریلیا کے خلاف پہلے ون ڈے میچ کیلئے سلیکشن کمیٹی نے پلئینگ الیون کا اعلان کردیا۔ کینگروز کیخلاف میلبرن میں شیڈول سیریز کے پہلے ون ڈے میچ کیلئے بابراعظم، شاہین شاہ آفریدی اور نسیم شاہ کی واپسی ہوئی ہے۔ وکٹ کیپر بیٹر محمد رضوان بطور کپتان ٹیم کی قیادت کے فرائض نبھائیں جبکہ آغا سلمان انکے نائب ہوں گے۔ مزید پڑھیں:محمد رضوان ون ڈے اور ٹی ٹوئنٹی کے کپتان مقرر پہلے ون ڈے کیلئے پاکستان کی پلئینگ الیون: کپتان محمد رضوان، عبداللہ شفیق، صائم ایوب، بابراعظم، کامران غلام، سلمان آغا، محمد عرفان خان، شاہین شاہ آفریدی، نسیم شاہ، حارث رؤف اور محمد حسنین شامل ہیں۔ میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔,آسٹریلیا کے خلاف پہلے ون ڈے میچ کیلئے سلیکشن کمیٹی نے ینگسٹرز کو ٹیم میں شامل کرنے کے بجائے ان کے پہلے ون ڈے میچ کیلئے ہیرا عظیم، شاہین شاہ آفریدی، نسیم شاہ کی واپسی کا فیصلہ کیا ہے۔ فاسٹ باؤلر محمد رضوان بطور کپتان ٹیم کی قیادت کریں گے۔ محمد رضوان اور بابر اعظم کے سیکنڈری بیٹسمین کی حیثیت میں شامل ہیں۔ کپتان محمد رضوان، عبداللہ شفیق، صائم ایوب، بابر اعظم، محمد حارث، شاہین شاہ آفریدی، نسیم شاہ، حارث رؤف اور محمد حسنین شامل ہیں۔ میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔,0.4782608695652174,0.37110016420361247,115
12,110-130_11_02_base_18_blur-0.75.jpg,110-130,11,2,18,0.75,white,آسٹریلیا کے خلاف پہلے ون ڈے میچ کیلئے سلیکشن کمیٹی نے پلئینگ الیون کا اعلان کردیا۔ کینگروز کیخلاف میلبرن میں شیڈول سیریز کے پہلے ون ڈے میچ کیلئے بابراعظم، شاہین شاہ آفریدی اور نسیم شاہ کی واپسی ہوئی ہے۔ وکٹ کیپر بیٹر محمد رضوان بطور کپتان ٹیم کی قیادت کے فرائض نبھائیں جبکہ آغا سلمان انکے نائب ہوں گے۔ مزید پڑھیں:محمد رضوان ون ڈے اور ٹی ٹوئنٹی کے کپتان مقرر پہلے ون ڈے کیلئے پاکستان کی پلئینگ الیون: کپتان محمد رضوان، عبداللہ شفیق، صائم ایوب، بابراعظم، کامران غلام، سلمان آغا، محمد عرفان خان، شاہین شاہ آفریدی، نسیم شاہ، حارث رؤف اور محمد حسنین شامل ہیں۔ میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔,آسٹریلیا کے خلاف پہلے ون ڈے میچ کیلئے سلیکشن کمیٹی نے پلیئنگ الیون کا اعلان کر دیا۔ کینگروز کیخلاف میلبورن میں شیڈول سیریز کے پہلے ون ڈے میچ کیلئے بابر اعظم بطور کپتان ٹیم کی قیادت کے فرائض نبھائیں گے جبکہ انکا محمد رضوان نائب ہوں گے۔ مزید یہ کہ محمد رضوان ون ڈے اور ٹی ٹوئنٹی دونوں کیلئے کپتان مقرر رہیں گے۔ پلیئنگ الیون: کپتان محمد رضوان، عبداللہ شفیق، صائم ایوب، بابر اعظم، سلمان آغا، محمد عرفان خان، شاہین شاہ آفریدی، حارث رؤف اور محمد حسنین شامل ہیں۔ میچ پاکستانی وقت کے مطابق 8:30 بجے شروع ہوگا۔,0.391304347826087,0.27586206896551724,115
13,110-130_11_02_base_18_blur-1.5.jpg,110-130,11,2,18,1.5,white,آسٹریلیا کے خلاف پہلے ون ڈے میچ کیلئے سلیکشن کمیٹی نے پلئینگ الیون کا اعلان کردیا۔ کینگروز کیخلاف میلبرن میں شیڈول سیریز کے پہلے ون ڈے میچ کیلئے بابراعظم، شاہین شاہ آفریدی اور نسیم شاہ کی واپسی ہوئی ہے۔ وکٹ کیپر بیٹر محمد رضوان بطور کپتان ٹیم کی قیادت کے فرائض نبھائیں جبکہ آغا سلمان انکے نائب ہوں گے۔ مزید پڑھیں:محمد رضوان ون ڈے اور ٹی ٹوئنٹی کے کپتان مقرر پہلے ون ڈے کیلئے پاکستان کی پلئینگ الیون: کپتان محمد رضوان، عبداللہ شفیق، صائم ایوب، بابراعظم، کامران غلام، سلمان آغا، محمد عرفان خان، شاہین شاہ آفریدی، نسیم شاہ، حارث رؤف اور محمد حسنین شامل ہیں۔ میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔,آسٹریلیا کے خلاف پہلے ون ڈے میچ کیلئے سلیکشن کمیٹی نے پلیئنگ الیون کا اعلان کر دیا۔ سلیکشن کمیٹی نے ون ڈے سیریز کے پہلے ون ڈے میچ کیلئے بابر اعظم، شاہین شاہ آفریدی اور فخر زمان کو آرام دینے کا فیصلہ کیا ہے۔ یہ تینوں کھلاڑی پہلے ون ڈے میچ میں شامل نہیں ہوں گے۔ مزید یہ کہ محمد رضوان بطور کپتان ٹیم کی قیادت کے فرائض نبھائیں گے جبکہ انکا نائب کپتان شاداب خان ہوگا۔ محمد رضوان ون ڈے اور ٹی ٹوئنٹی کے کپتان مقرر رہیں گے۔ پاکستان کی پلیئنگ الیون: کپتان محمد رضوان، عبداللہ شفیق، مصام ایوب، بابر اعظم، سلمان آغا، محمد حارث، شاداب خان، شاہین شاہ آفریدی، حارث رؤف اور محمد حسنین شامل ہیں۔ میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔,0.5130434782608696,0.32676518883415434,115
14,110-130_11_03_base_24.jpg,110-130,11,3,24,0.0,white,آسٹریلیا کے خلاف پہلے ون ڈے میچ کیلئے سلیکشن کمیٹی نے پلئینگ الیون کا اعلان کردیا۔ کینگروز کیخلاف میلبرن میں شیڈول سیریز کے پہلے ون ڈے میچ کیلئے بابراعظم، شاہین شاہ آفریدی اور نسیم شاہ کی واپسی ہوئی ہے۔ وکٹ کیپر بیٹر محمد رضوان بطور کپتان ٹیم کی قیادت کے فرائض نبھائیں جبکہ آغا سلمان انکے نائب ہوں گے۔ مزید پڑھیں:محمد رضوان ون ڈے اور ٹی ٹوئنٹی کے کپتان مقرر پہلے ون ڈے کیلئے پاکستان کی پلئینگ الیون: کپتان محمد رضوان، عبداللہ شفیق، صائم ایوب، بابراعظم، کامران غلام، سلمان آغا، محمد عرفان خان، شاہین شاہ آفریدی، نسیم شاہ، حارث رؤف اور محمد حسنین شامل ہیں۔ میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔,آسٹریلیا کے خلاف پہلے ون ڈے میچ کیلئے سلیکشن کمیٹی نے ہلبنک ایلیون کا اعلان کر دیا۔ کیننگروز کیخلاف میلبورن میں شیڈول سیریز کے پہلے ون ڈے میچ کیلئے بابر اعظم، شاہین شاہ آفریدی اور وسیم شاہ کی واپسی ہوئی ہے۔ وکٹ کیپر بیٹر محمد رضوان بطور کپتان فرائض نبھائیں جبکہ آغا سلمان انکے نائب ہوں گے۔ مزید پڑھیں: محمد رضوان ون ڈے کے کپتان مقرر پہلے ون ڈے کیلئے پاکستان کی پلینگ ایلیون: کپتان محمد رضوان، عبداللہ شفیق، صائم ایوب، بابر اعظم، سلمان آغا، محمد عرفان خان، شاہین شاہ آفریدی، وسیم شاہ، حارث رؤف اور محمد حسنین شامل ہیں۔ میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔,0.25217391304347825,0.1116584564860427,115
15,110-130_12_01_base_12.jpg,110-130,12,1,12,0.0,white,اسرائیلی فوج نے تصدیق کی ہے کہ حزب اللّٰہ کے راکٹ کے حملے میں ان کا 1 اہلکار ہلاک اور 3 زخمی ہوگئے۔ اسرائیلی میڈیا کے مطابق فوجی ترجمان کے بیان میں کہا گیا ہے کہ حزب اللہ کے حملے میں مارا گیا فوجی یروشلم کے 605 ویں کامبیٹ انجینئرنگ بٹالین کے 20 سالہ سارجنٹ ایریل سوسنوف تھا۔ اسرائیلی فوج کی جانب سے جاری بیان میں کہا گیا ہے کہ حزب اللہ کے راکٹ حملے میں 3 اہلکار زخمی بھی ہوئے جن میں سے ایک کی حالت نازک ہے۔ لبنان کی حزب اللہ کے ساتھ جھڑپ میں مارے جانے والے اسرائیلی فوجیوں کی تعداد 62 ہوگئی جب کہ 500 کے قریب زخمی ہیں۔ حماس اور لبنان کے ساتھ جھڑپوں میں ہلاک اسرائیلی فوجیوں کی تعداد 400 سے زائد ہے۔,اسرائیلی فوج نے تصدیق کی ہے کہ حزب اللہ کے راکٹ کے حملے میں ان کا 1 اہلکار ہلاک اور 3 زخمی ہو گئے۔ اسرائیلی فوجی ترجمان کے مطابق قومی میڈیا کے بیان میں کہا گیا ہے کہ حزب اللہ کے حملے میں اسرائیلی فوجی زخمی ہونے کے بعد اسپتال منتقل کر دیا گیا۔ اسرائیلی فوج کی جانب سے جاری بیان میں کہا گیا ہے کہ حزب اللہ کے راکٹ حملے میں 3 اہلکار زخمی ہوئے جبکہ 1 ہلاک ہوا۔ لبنان میں اسرائیلی فوج کی حالت نازک ہے۔ لبنان کی حزب اللہ کے ساتھ جھڑپوں میں اسرائیلی فوجیوں کی تعداد 400 سے زائد ہے۔,0.4186046511627907,0.33612040133779264,129
16,110-130_12_02_base_18.jpg,110-130,12,2,18,0.0,white,اسرائیلی فوج نے تصدیق کی ہے کہ حزب اللّٰہ کے راکٹ کے حملے میں ان کا 1 اہلکار ہلاک اور 3 زخمی ہوگئے۔ اسرائیلی میڈیا کے مطابق فوجی ترجمان کے بیان میں کہا گیا ہے کہ حزب اللہ کے حملے میں مارا گیا فوجی یروشلم کے 605 ویں کامبیٹ انجینئرنگ بٹالین کے 20 سالہ سارجنٹ ایریل سوسنوف تھا۔ اسرائیلی فوج کی جانب سے جاری بیان میں کہا گیا ہے کہ حزب اللہ کے راکٹ حملے میں 3 اہلکار زخمی بھی ہوئے جن میں سے ایک کی حالت نازک ہے۔ لبنان کی حزب اللہ کے ساتھ جھڑپ میں مارے جانے والے اسرائیلی فوجیوں کی تعداد 62 ہوگئی جب کہ 500 کے قریب زخمی ہیں۔ حماس اور لبنان کے ساتھ جھڑپوں میں ہلاک اسرائیلی فوجیوں کی تعداد 400 سے زائد ہے۔,اسرائیلی فوج نے تصدیق کی ہے کہ حزب اللہ کے راکٹ حملے میں ان کا 1 اہلکار ہلاک اور 3 زخمی ہوگئے۔ اسرائیلی میڈیا کے مطابق فوجی ترجمان کے بیان میں کہا گیا ہے کہ حزب اللہ کے حملے میں راکٹ حملے میں 3 اہلکار زخمی ہوئے جن میں سے ایک کی حالت نازک ہے۔ لبنان کی حزب اللہ کے ساتھ جھڑپوں میں مارے جانے والے اسرائیلی فوجیوں کی تعداد 62 ہوگئی جب کہ 500 کے قریب زخمی ہیں۔ حماس اور لبنان کے ساتھ جھڑپوں میں ہلاک اسرائیلی فوجیوں کی تعداد 400 سے زائد ہے۔,0.27906976744186046,0.2792642140468227,129
17,110-130_12_02_base_18_bg-light_yellow.jpg,110-130,12,2,18,0.0,light_yellow,اسرائیلی فوج نے تصدیق کی ہے کہ حزب اللّٰہ کے راکٹ کے حملے میں ان کا 1 اہلکار ہلاک اور 3 زخمی ہوگئے۔ اسرائیلی میڈیا کے مطابق فوجی ترجمان کے بیان میں کہا گیا ہے کہ حزب اللہ کے حملے میں مارا گیا فوجی یروشلم کے 605 ویں کامبیٹ انجینئرنگ بٹالین کے 20 سالہ سارجنٹ ایریل سوسنوف تھا۔ اسرائیلی فوج کی جانب سے جاری بیان میں کہا گیا ہے کہ حزب اللہ کے راکٹ حملے میں 3 اہلکار زخمی بھی ہوئے جن میں سے ایک کی حالت نازک ہے۔ لبنان کی حزب اللہ کے ساتھ جھڑپ میں مارے جانے والے اسرائیلی فوجیوں کی تعداد 62 ہوگئی جب کہ 500 کے قریب زخمی ہیں۔ حماس اور لبنان کے ساتھ جھڑپوں میں ہلاک اسرائیلی فوجیوں کی تعداد 400 سے زائد ہے۔,اسرائیلی فوج نے تصدیق کی ہے کہ حزب اللہ کے راکٹ حملے میں ان کا 1 اہلکار ہلاک اور 3 زخمی ہوگئے۔ اسرائیلی میڈیا کے مطابق فوجی ترجمان کے بیان میں کہا گیا ہے کہ حزب اللہ کے حملے میں امریکی فوجی بیرو شالین کے 605 ویں کا میٹ انجینئر بٹالین کے 20 سالہ سارجنٹ ایریل سوسنوف میں ہلاک کیا گیا ہے۔ اسرائیلی فوج کی جانب سے جاری بیان میں کہا گیا ہے کہ راکٹ حملے میں 3 اہلکار زخمی ہوئے جن میں سے ایک کی حالت نازک ہے۔ لبنان میں حزب اللہ کے ساتھ جھڑپ میں مارے جانے والے اسرائیلی فوجیوں کی تعداد 62 ہوگئی جب کہ 500 کے قریب زخمی ہیں۔ حماس اور لبنان کے ساتھ جھڑپوں میں ہلاک اسرائیلی فوجیوں کی تعداد 400 سے زائد ہے۔,0.14728682170542637,0.09364548494983277,129
18,110-130_12_02_base_18_bg-slate_gray.jpg,110-130,12,2,18,0.0,slate_gray,اسرائیلی فوج نے تصدیق کی ہے کہ حزب اللّٰہ کے راکٹ کے حملے میں ان کا 1 اہلکار ہلاک اور 3 زخمی ہوگئے۔ اسرائیلی میڈیا کے مطابق فوجی ترجمان کے بیان میں کہا گیا ہے کہ حزب اللہ کے حملے میں مارا گیا فوجی یروشلم کے 605 ویں کامبیٹ انجینئرنگ بٹالین کے 20 سالہ سارجنٹ ایریل سوسنوف تھا۔ اسرائیلی فوج کی جانب سے جاری بیان میں کہا گیا ہے کہ حزب اللہ کے راکٹ حملے میں 3 اہلکار زخمی بھی ہوئے جن میں سے ایک کی حالت نازک ہے۔ لبنان کی حزب اللہ کے ساتھ جھڑپ میں مارے جانے والے اسرائیلی فوجیوں کی تعداد 62 ہوگئی جب کہ 500 کے قریب زخمی ہیں۔ حماس اور لبنان کے ساتھ جھڑپوں میں ہلاک اسرائیلی فوجیوں کی تعداد 400 سے زائد ہے۔,اسرائیلی فوج نے تصدیق کی ہے کہ حزب اللہ کے راکٹ رات کے حملے میں ان کا 1 اہلکار ہلاک اور 3 زخمی ہوگئے۔ اسرائیلی میڈیا کے مطابق فوجی ترجمان کے بیان میں کہا گیا ہے کہ حزب اللہ کے حملے میں مارا گیا فوجی 20 سالہ انجینئرنگ بٹالین کا اہلکار تھا۔ اسرائیلی فوج کی جانب سے جاری بیان میں کہا گیا ہے کہ راکٹ حملے میں 3 اہلکار زخمی ہوئے جن میں سے ایک کی حالت نازک ہے۔ لبنان کی حزب اللہ کے ساتھ جھڑپ میں مارے جانے والے اسرائیلی فوجیوں کی تعداد 62 ہوگئی جب کہ 500 کے قریب زخمی ہیں۔ حماس اور لبنان کے ساتھ جھڑپوں میں ہلاک اسرائیلی فوجیوں کی تعداد 400 سے زائد ہے۔,0.13178294573643412,0.11204013377926421,129
19,110-130_12_02_base_18_blur-0.75.jpg,110-130,12,2,18,0.75,white,اسرائیلی فوج نے تصدیق کی ہے کہ حزب اللّٰہ کے راکٹ کے حملے میں ان کا 1 اہلکار ہلاک اور 3 زخمی ہوگئے۔ اسرائیلی میڈیا کے مطابق فوجی ترجمان کے بیان میں کہا گیا ہے کہ حزب اللہ کے حملے میں مارا گیا فوجی یروشلم کے 605 ویں کامبیٹ انجینئرنگ بٹالین کے 20 سالہ سارجنٹ ایریل سوسنوف تھا۔ اسرائیلی فوج کی جانب سے جاری بیان میں کہا گیا ہے کہ حزب اللہ کے راکٹ حملے میں 3 اہلکار زخمی بھی ہوئے جن میں سے ایک کی حالت نازک ہے۔ لبنان کی حزب اللہ کے ساتھ جھڑپ میں مارے جانے والے اسرائیلی فوجیوں کی تعداد 62 ہوگئی جب کہ 500 کے قریب زخمی ہیں۔ حماس اور لبنان کے ساتھ جھڑپوں میں ہلاک اسرائیلی فوجیوں کی تعداد 400 سے زائد ہے۔,اسرائیلی فوج نے تصدیق کی ہے کہ حزب اللہ کے راکٹ حملے میں ان کا 1 اہلکار ہلاک اور 3 زخمی ہوگئے۔ اسرائیلی میڈیا کے مطابق فوجی ترجمان کے بیان میں کہا گیا ہے کہ حزب اللہ کے حملے میں امریکی فوجی بیرو شلم کے انجینئرنگ بٹالین کے 605 کا میجر جنرل ایریل سوسنوف ہلاک ہوا۔ اسرائیلی فوج کی جانب سے جاری بیان میں کہا گیا ہے کہ راکٹ حملے میں 3 اہلکار زخمی ہوئے جن میں سے ایک کی حالت نازک ہے۔ لبنان میں حزب اللہ کے ساتھ جھڑپوں میں مارے جانے والے اسرائیلی فوجیوں کی تعداد 62 ہوگئی جب کہ 500 کے قریب زخمی ہیں۔ حماس اور لبنان کے ساتھ جھڑپوں میں ہلاک اسرائیلی فوجیوں کی تعداد 400 سے زائد ہے۔,0.16279069767441862,0.11036789297658862,129
20,110-130_12_02_base_18_blur-1.5.jpg,110-130,12,2,18,1.5,white,اسرائیلی فوج نے تصدیق کی ہے کہ حزب اللّٰہ کے راکٹ کے حملے میں ان کا 1 اہلکار ہلاک اور 3 زخمی ہوگئے۔ اسرائیلی میڈیا کے مطابق فوجی ترجمان کے بیان میں کہا گیا ہے کہ حزب اللہ کے حملے میں مارا گیا فوجی یروشلم کے 605 ویں کامبیٹ انجینئرنگ بٹالین کے 20 سالہ سارجنٹ ایریل سوسنوف تھا۔ اسرائیلی فوج کی جانب سے جاری بیان میں کہا گیا ہے کہ حزب اللہ کے راکٹ حملے میں 3 اہلکار زخمی بھی ہوئے جن میں سے ایک کی حالت نازک ہے۔ لبنان کی حزب اللہ کے ساتھ جھڑپ میں مارے جانے والے اسرائیلی فوجیوں کی تعداد 62 ہوگئی جب کہ 500 کے قریب زخمی ہیں۔ حماس اور لبنان کے ساتھ جھڑپوں میں ہلاک اسرائیلی فوجیوں کی تعداد 400 سے زائد ہے۔,اسرائیلی فوج نے تصدیق کی ہے کہ حزب اللہ کے راکٹ حملے میں ان کا 1 اہلکار ہلاک اور 3 زخمی ہوگئے۔ اسرائیلی میڈیا کے مطابق فوجی ترجمان کے بیان میں کہا گیا ہے کہ حزب اللہ کے حملے میں مارا گیا فوجی برطانیہ کے 605ویں کا میٹ انجینئر بٹالین کے 20 سالہ سارجنٹ ایریل سوسنوف تھا۔ اسرائیلی فوج کی جانب سے جاری بیان میں کہا گیا ہے کہ راکٹ حملے میں 3 اہلکار زخمی ہوئے جن میں سے ایک کی حالت نازک ہے۔ لبنان کی حزب اللہ کے ساتھ جھڑپ میں مارے جانے والے اسرائیلی فوجیوں کی تعداد 62 ہوگئی جب کہ 500 کے قریب زخمی ہیں۔ وہاں اور ساتھ جھڑپوں میں ہلاک اسرائیلی فوجیوں کی تعداد اور 400 سے زائد ہے۔,0.11627906976744186,0.0802675585284281,129
21,110-130_12_03_base_24.jpg,110-130,12,3,24,0.0,white,اسرائیلی فوج نے تصدیق کی ہے کہ حزب اللّٰہ کے راکٹ کے حملے میں ان کا 1 اہلکار ہلاک اور 3 زخمی ہوگئے۔ اسرائیلی میڈیا کے مطابق فوجی ترجمان کے بیان میں کہا گیا ہے کہ حزب اللہ کے حملے میں مارا گیا فوجی یروشلم کے 605 ویں کامبیٹ انجینئرنگ بٹالین کے 20 سالہ سارجنٹ ایریل سوسنوف تھا۔ اسرائیلی فوج کی جانب سے جاری بیان میں کہا گیا ہے کہ حزب اللہ کے راکٹ حملے میں 3 اہلکار زخمی بھی ہوئے جن میں سے ایک کی حالت نازک ہے۔ لبنان کی حزب اللہ کے ساتھ جھڑپ میں مارے جانے والے اسرائیلی فوجیوں کی تعداد 62 ہوگئی جب کہ 500 کے قریب زخمی ہیں۔ حماس اور لبنان کے ساتھ جھڑپوں میں ہلاک اسرائیلی فوجیوں کی تعداد 400 سے زائد ہے۔,"اسرائیلی فوج نے تصدیق کی ہے کہ حزب اللہ کے راکٹ کے حملے میں ان کا 1 اہلکار ہلاک ہوا اور 3 زخمی ہوگئے۔ 
اسرائیلی میڈیا کے مطابق فوجی ترجمان کے بیان میں کہا گیا ہے کہ حزب اللہ کے حملے میں مارا گیا فوجی یرو شلم کے 
605 ویں کمانڈو انجینئرنگ بٹالین کے 20 سالہ رجنٹ ایریل سوسنوف تھا۔ اسرائیلی فوج کی جانب سے 
جاری بیان میں کہا گیا ہے کہ حزب اللہ کے راکٹ حملے میں 3 اہلکار زخمی ہوئے جن میں سے ایک کی حالت 
نازک ہے۔ لبنان کی حزب اللہ کے ساتھ جھڑپ میں مارے جانے والے اسرائیلی فوجیوں کی تعداد 62 ہوگئی 
جب کہ 500 کے قریب زخمی ہیں۔ حماس اور لبنان کے ساتھ جھڑپوں میں ہلاک اسرائیلی فوجیوں کی تعداد 
400 سے زائد ہے۔",0.05426356589147287,0.04013377926421405,129
