Image,Original Name,Word Count Range,Article Number,Image Sequence,Font Size,Blur Level,Background Color,True Labels
391,180-200_5_02_base_18_blur-1.5.jpg,180-200,5,02,18,1.5,white,"Дар шаҳри Москваи Федератсияи Русия вохӯрии роҳбарони Бюрои миллии марказии Интерполи давлатҳои аъзои Иттиҳоди Давлатҳои Мустақил оғоз гардид. Дар ин хусус ба АМИТ «Ховар» дар Вазорати корҳои дохилии Ҷумҳурии Тоҷикистон хабар доданд. Зимни вохӯрӣ иштирокчиён оид ба тақвияти имконияти полиси байналмилалӣ дар самти ҷустуҷӯи байналмилалӣ, мубориза бар зидди ҷиноятҳои кибернетикӣ ва дигар масъалаҳое, ки ба фаъолияти кори ин созмон тааллуқ доранд, ибрози андеша намуданд. Дар кори ҳамоиш роҳбарони Бюрои миллии марказии Интерполи давлатҳои аъзои Иттиҳоди Давлатҳои Мустақил аз вазоратҳои корҳои дохилии Федератсияи Русия, Тоҷикистон, Озарбойҷон, Арманистон, Беларус, Қазоқистон, Қирғизистон, Бюрои ҳамоҳангсозии мубориза бар зидди ҷинояткории муташаккилона ва дигар намуди ҷиноятҳои хатарнок дар ҳудуди давлатҳои иштирокчии Иттиҳоди Давлатҳои Мустақил ва дигар шахсони расмӣ иштирок доранд. Ёдовар мешавем, ки вохӯрии роҳбарони Бюрои миллии марказии Интерполи давлатҳои аъзои Иттиҳоди Давлатҳои Мустақил аз 16 то 19 сентябр дар шаҳри Москваи Федератсияи Русия баргузор мегардад. Дар ин ҳамоиш аз Ҷумҳурии Тоҷикистон сардори Бюрои миллии марказии «Интерпол»-и Вазорати корҳои дохилии Ҷумҳурии Тоҷикистон Шаҳриёр Назризода ва намояндаи ваколатдор дар Бюрои ҳамоҳангсозии мубориза бар зидди ҷинояткории муташаккилона ва дигар намуди ҷиноятҳои хатарнок дар ҳудуди давлатҳои иштирокчии Иттиҳоди Давлатҳои Файзалӣ Шарифзода иштирок доранд."
392,180-200_5_03_base_24.jpg,180-200,5,03,24,0,white,"Дар шаҳри Москваи Федератсияи Русия вохӯрии роҳбарони Бюрои миллии марказии Интерполи давлатҳои аъзои Иттиҳоди Давлатҳои Мустақил оғоз гардид. Дар ин хусус ба АМИТ «Ховар» дар Вазорати корҳои дохилии Ҷумҳурии Тоҷикистон хабар доданд. Зимни вохӯрӣ иштирокчиён оид ба тақвияти имконияти полиси байналмилалӣ дар самти ҷустуҷӯи байналмилалӣ, мубориза бар зидди ҷиноятҳои кибернетикӣ ва дигар масъалаҳое, ки ба фаъолияти кори ин созмон тааллуқ доранд, ибрози андеша намуданд. Дар кори ҳамоиш роҳбарони Бюрои миллии марказии Интерполи давлатҳои аъзои Иттиҳоди Давлатҳои Мустақил аз вазоратҳои корҳои дохилии Федератсияи Русия, Тоҷикистон, Озарбойҷон, Арманистон, Беларус, Қазоқистон, Қирғизистон, Бюрои ҳамоҳангсозии мубориза бар зидди ҷинояткории муташаккилона ва дигар намуди ҷиноятҳои хатарнок дар ҳудуди давлатҳои иштирокчии Иттиҳоди Давлатҳои Мустақил ва дигар шахсони расмӣ иштирок доранд. Ёдовар мешавем, ки вохӯрии роҳбарони Бюрои миллии марказии Интерполи давлатҳои аъзои Иттиҳоди Давлатҳои Мустақил аз 16 то 19 сентябр дар шаҳри Москваи Федератсияи Русия баргузор мегардад. Дар ин ҳамоиш аз Ҷумҳурии Тоҷикистон сардори Бюрои миллии марказии «Интерпол»-и Вазорати корҳои дохилии Ҷумҳурии Тоҷикистон Шаҳриёр Назризода ва намояндаи ваколатдор дар Бюрои ҳамоҳангсозии мубориза бар зидди ҷинояткории муташаккилона ва дигар намуди ҷиноятҳои хатарнок дар ҳудуди давлатҳои иштирокчии Иттиҳоди Давлатҳои Файзалӣ Шарифзода иштирок доранд."
393,180-200_6_01_base_12.jpg,180-200,6,01,12,0,white,"19 сентябр дар шаҳри Душанбе ҷаласаиIXШурои байнидавлатии муқовимат ба коррупсия баргузор мегардад. Дар ин хусус ба АМИТ «Ховар» дар Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон хабар доданд. Дар ҷаласа аъзои шуро аз Тоҷикистон, Қазоқистон, Қирғизистон, Федератсияи Русия, Арманистон ва Беларус иштирок мекунанд. Тавре иттилоъ дода шуд, аъзои шуро дар 4 давлати номбаршуда, ба истиснои Тоҷикистон ва Қазоқистон прокуророни генералӣ мебошанд. Аъзои Тоҷикистон ва Қазоқистонро директорони агентии  ин ниҳод намояндагӣ мекунанд. Дар доираи ҷаласа баимзорасонии созишномаи ҳамкорӣ байнӣ Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон ва Прокуратураи генералии Федератсияи Русия дар назар аст. Бояд ёдовар шуд, ки Ҷумҳурии Тоҷикистон дар ҷаласаҳои ин шуро ҳамчун нозир иштирок намуда, шуруъ аз соли 2021- баъд аз гузаштани расмиёти дохилидавлатӣ узви комилҳуқуқи шуро интихоб гардид. Ҷаласаи VIII Шурои байнидавлатии муқовимат ба коррупсия 4 июли соли 2023 дар шаҳри Екатеринбурги Федератсияи Русия баргузор гардид. Дар асоси қарори ин ҷаласа Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон ҳамраиси Шурои байнидавлатии муқовимат ба коррупсияи Иттиҳоди Давлатҳои Мустақил интихоб гардид. Тасмим гирифта шуд, ки ҷаласаи навбатии Шуро соли 2024 дар Ҷумҳурии Тоҷикистон баргузор карда шавад."
394,180-200_6_02_base_18.jpg,180-200,6,02,18,0,white,"19 сентябр дар шаҳри Душанбе ҷаласаиIXШурои байнидавлатии муқовимат ба коррупсия баргузор мегардад. Дар ин хусус ба АМИТ «Ховар» дар Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон хабар доданд. Дар ҷаласа аъзои шуро аз Тоҷикистон, Қазоқистон, Қирғизистон, Федератсияи Русия, Арманистон ва Беларус иштирок мекунанд. Тавре иттилоъ дода шуд, аъзои шуро дар 4 давлати номбаршуда, ба истиснои Тоҷикистон ва Қазоқистон прокуророни генералӣ мебошанд. Аъзои Тоҷикистон ва Қазоқистонро директорони агентии  ин ниҳод намояндагӣ мекунанд. Дар доираи ҷаласа баимзорасонии созишномаи ҳамкорӣ байнӣ Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон ва Прокуратураи генералии Федератсияи Русия дар назар аст. Бояд ёдовар шуд, ки Ҷумҳурии Тоҷикистон дар ҷаласаҳои ин шуро ҳамчун нозир иштирок намуда, шуруъ аз соли 2021- баъд аз гузаштани расмиёти дохилидавлатӣ узви комилҳуқуқи шуро интихоб гардид. Ҷаласаи VIII Шурои байнидавлатии муқовимат ба коррупсия 4 июли соли 2023 дар шаҳри Екатеринбурги Федератсияи Русия баргузор гардид. Дар асоси қарори ин ҷаласа Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон ҳамраиси Шурои байнидавлатии муқовимат ба коррупсияи Иттиҳоди Давлатҳои Мустақил интихоб гардид. Тасмим гирифта шуд, ки ҷаласаи навбатии Шуро соли 2024 дар Ҷумҳурии Тоҷикистон баргузор карда шавад."
395,180-200_6_02_base_18_bg-light_yellow.jpg,180-200,6,02,18,0,light_yellow,"19 сентябр дар шаҳри Душанбе ҷаласаиIXШурои байнидавлатии муқовимат ба коррупсия баргузор мегардад. Дар ин хусус ба АМИТ «Ховар» дар Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон хабар доданд. Дар ҷаласа аъзои шуро аз Тоҷикистон, Қазоқистон, Қирғизистон, Федератсияи Русия, Арманистон ва Беларус иштирок мекунанд. Тавре иттилоъ дода шуд, аъзои шуро дар 4 давлати номбаршуда, ба истиснои Тоҷикистон ва Қазоқистон прокуророни генералӣ мебошанд. Аъзои Тоҷикистон ва Қазоқистонро директорони агентии  ин ниҳод намояндагӣ мекунанд. Дар доираи ҷаласа баимзорасонии созишномаи ҳамкорӣ байнӣ Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон ва Прокуратураи генералии Федератсияи Русия дар назар аст. Бояд ёдовар шуд, ки Ҷумҳурии Тоҷикистон дар ҷаласаҳои ин шуро ҳамчун нозир иштирок намуда, шуруъ аз соли 2021- баъд аз гузаштани расмиёти дохилидавлатӣ узви комилҳуқуқи шуро интихоб гардид. Ҷаласаи VIII Шурои байнидавлатии муқовимат ба коррупсия 4 июли соли 2023 дар шаҳри Екатеринбурги Федератсияи Русия баргузор гардид. Дар асоси қарори ин ҷаласа Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон ҳамраиси Шурои байнидавлатии муқовимат ба коррупсияи Иттиҳоди Давлатҳои Мустақил интихоб гардид. Тасмим гирифта шуд, ки ҷаласаи навбатии Шуро соли 2024 дар Ҷумҳурии Тоҷикистон баргузор карда шавад."
396,180-200_6_02_base_18_bg-slate_gray.jpg,180-200,6,02,18,0,slate_gray,"19 сентябр дар шаҳри Душанбе ҷаласаиIXШурои байнидавлатии муқовимат ба коррупсия баргузор мегардад. Дар ин хусус ба АМИТ «Ховар» дар Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон хабар доданд. Дар ҷаласа аъзои шуро аз Тоҷикистон, Қазоқистон, Қирғизистон, Федератсияи Русия, Арманистон ва Беларус иштирок мекунанд. Тавре иттилоъ дода шуд, аъзои шуро дар 4 давлати номбаршуда, ба истиснои Тоҷикистон ва Қазоқистон прокуророни генералӣ мебошанд. Аъзои Тоҷикистон ва Қазоқистонро директорони агентии  ин ниҳод намояндагӣ мекунанд. Дар доираи ҷаласа баимзорасонии созишномаи ҳамкорӣ байнӣ Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон ва Прокуратураи генералии Федератсияи Русия дар назар аст. Бояд ёдовар шуд, ки Ҷумҳурии Тоҷикистон дар ҷаласаҳои ин шуро ҳамчун нозир иштирок намуда, шуруъ аз соли 2021- баъд аз гузаштани расмиёти дохилидавлатӣ узви комилҳуқуқи шуро интихоб гардид. Ҷаласаи VIII Шурои байнидавлатии муқовимат ба коррупсия 4 июли соли 2023 дар шаҳри Екатеринбурги Федератсияи Русия баргузор гардид. Дар асоси қарори ин ҷаласа Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон ҳамраиси Шурои байнидавлатии муқовимат ба коррупсияи Иттиҳоди Давлатҳои Мустақил интихоб гардид. Тасмим гирифта шуд, ки ҷаласаи навбатии Шуро соли 2024 дар Ҷумҳурии Тоҷикистон баргузор карда шавад."
397,180-200_6_02_base_18_blur-0.75.jpg,180-200,6,02,18,0.75,white,"19 сентябр дар шаҳри Душанбе ҷаласаиIXШурои байнидавлатии муқовимат ба коррупсия баргузор мегардад. Дар ин хусус ба АМИТ «Ховар» дар Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон хабар доданд. Дар ҷаласа аъзои шуро аз Тоҷикистон, Қазоқистон, Қирғизистон, Федератсияи Русия, Арманистон ва Беларус иштирок мекунанд. Тавре иттилоъ дода шуд, аъзои шуро дар 4 давлати номбаршуда, ба истиснои Тоҷикистон ва Қазоқистон прокуророни генералӣ мебошанд. Аъзои Тоҷикистон ва Қазоқистонро директорони агентии  ин ниҳод намояндагӣ мекунанд. Дар доираи ҷаласа баимзорасонии созишномаи ҳамкорӣ байнӣ Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон ва Прокуратураи генералии Федератсияи Русия дар назар аст. Бояд ёдовар шуд, ки Ҷумҳурии Тоҷикистон дар ҷаласаҳои ин шуро ҳамчун нозир иштирок намуда, шуруъ аз соли 2021- баъд аз гузаштани расмиёти дохилидавлатӣ узви комилҳуқуқи шуро интихоб гардид. Ҷаласаи VIII Шурои байнидавлатии муқовимат ба коррупсия 4 июли соли 2023 дар шаҳри Екатеринбурги Федератсияи Русия баргузор гардид. Дар асоси қарори ин ҷаласа Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон ҳамраиси Шурои байнидавлатии муқовимат ба коррупсияи Иттиҳоди Давлатҳои Мустақил интихоб гардид. Тасмим гирифта шуд, ки ҷаласаи навбатии Шуро соли 2024 дар Ҷумҳурии Тоҷикистон баргузор карда шавад."
398,180-200_6_02_base_18_blur-1.5.jpg,180-200,6,02,18,1.5,white,"19 сентябр дар шаҳри Душанбе ҷаласаиIXШурои байнидавлатии муқовимат ба коррупсия баргузор мегардад. Дар ин хусус ба АМИТ «Ховар» дар Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон хабар доданд. Дар ҷаласа аъзои шуро аз Тоҷикистон, Қазоқистон, Қирғизистон, Федератсияи Русия, Арманистон ва Беларус иштирок мекунанд. Тавре иттилоъ дода шуд, аъзои шуро дар 4 давлати номбаршуда, ба истиснои Тоҷикистон ва Қазоқистон прокуророни генералӣ мебошанд. Аъзои Тоҷикистон ва Қазоқистонро директорони агентии  ин ниҳод намояндагӣ мекунанд. Дар доираи ҷаласа баимзорасонии созишномаи ҳамкорӣ байнӣ Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон ва Прокуратураи генералии Федератсияи Русия дар назар аст. Бояд ёдовар шуд, ки Ҷумҳурии Тоҷикистон дар ҷаласаҳои ин шуро ҳамчун нозир иштирок намуда, шуруъ аз соли 2021- баъд аз гузаштани расмиёти дохилидавлатӣ узви комилҳуқуқи шуро интихоб гардид. Ҷаласаи VIII Шурои байнидавлатии муқовимат ба коррупсия 4 июли соли 2023 дар шаҳри Екатеринбурги Федератсияи Русия баргузор гардид. Дар асоси қарори ин ҷаласа Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон ҳамраиси Шурои байнидавлатии муқовимат ба коррупсияи Иттиҳоди Давлатҳои Мустақил интихоб гардид. Тасмим гирифта шуд, ки ҷаласаи навбатии Шуро соли 2024 дар Ҷумҳурии Тоҷикистон баргузор карда шавад."
399,180-200_6_03_base_24.jpg,180-200,6,03,24,0,white,"19 сентябр дар шаҳри Душанбе ҷаласаиIXШурои байнидавлатии муқовимат ба коррупсия баргузор мегардад. Дар ин хусус ба АМИТ «Ховар» дар Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон хабар доданд. Дар ҷаласа аъзои шуро аз Тоҷикистон, Қазоқистон, Қирғизистон, Федератсияи Русия, Арманистон ва Беларус иштирок мекунанд. Тавре иттилоъ дода шуд, аъзои шуро дар 4 давлати номбаршуда, ба истиснои Тоҷикистон ва Қазоқистон прокуророни генералӣ мебошанд. Аъзои Тоҷикистон ва Қазоқистонро директорони агентии  ин ниҳод намояндагӣ мекунанд. Дар доираи ҷаласа баимзорасонии созишномаи ҳамкорӣ байнӣ Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон ва Прокуратураи генералии Федератсияи Русия дар назар аст. Бояд ёдовар шуд, ки Ҷумҳурии Тоҷикистон дар ҷаласаҳои ин шуро ҳамчун нозир иштирок намуда, шуруъ аз соли 2021- баъд аз гузаштани расмиёти дохилидавлатӣ узви комилҳуқуқи шуро интихоб гардид. Ҷаласаи VIII Шурои байнидавлатии муқовимат ба коррупсия 4 июли соли 2023 дар шаҳри Екатеринбурги Федератсияи Русия баргузор гардид. Дар асоси қарори ин ҷаласа Агентии назорати давлатии молиявӣ ва мубориза бо коррупсияи Ҷумҳурии Тоҷикистон ҳамраиси Шурои байнидавлатии муқовимат ба коррупсияи Иттиҳоди Давлатҳои Мустақил интихоб гардид. Тасмим гирифта шуд, ки ҷаласаи навбатии Шуро соли 2024 дар Ҷумҳурии Тоҷикистон баргузор карда шавад."
400,180-200_7_01_base_12.jpg,180-200,7,01,12,0,white,"Масъалаҳои густариши ҳамкорӣ ва татбиқи минбаъдаи лоиҳаҳои муштарак, вокуниш ба офатҳои табиӣ, ҳамкорӣ ва расонидани кумакҳои техникӣ дар вохӯрии Раиси Кумитаи ҳолатҳои фавқулода ва мудофиаи граждании назди Ҳукумати Ҷумҳурии Тоҷикистон бо роҳбари нави Комиссари Олии Созмони Милали Муттаҳид оид ба паноҳандагон (UNHCR) дар Ҷумҳурии Тоҷикистон баррасӣ шуданд. Дар ин хусус ба АМИТ «Ховар» дар Кумитаи ҳолатҳои фавқулода ва мудофиаи гражданӣ хабар доданд. Зимни вохӯрӣ дар бораи офатҳои табиии дар мамлакат рухдода, корҳои анҷомёфта баҳри рафъи оқибатҳои онҳо ва кумакҳои аз ҷониби Ҳукумати Ҷумҳурии Тоҷикистон ва шарикони байналмилалӣ ба аҳолии зарардида расонида маълумот дода шуд. Ҳамчунин масъалаи оғози корҳои таъмиру навсозии биноҳои воқеъ дар ҳудуди Хадамоти зидди жола, ки дар ноҳияи Ҷалолиддини Балхии вилояти Хатлон ҷойгир аст, баррасӣ гардид. Маркази бунёдшаванда барои ҷойгиркунии муваққатии қурбониёни офатҳои табиӣ ва гузаронидани машқҳо истифода мешавад.Дар фарҷом ҷонибҳо ба тавофуқ расиданд, ки механизмҳои мавҷудаи ҳамкории Кумитаи ҳолатҳои фавқулода ва мудофиаи гражданӣ ва Комиссари Олии Созмони Милали Муттаҳид оид ба паноҳандагон имкон медиҳанд, ки дар оянда ба таҳдидҳои нави ҳолатҳои фавқулодаи табиӣ ва техногенӣ муқовимати босамар нишон дода шавад."
401,180-200_7_02_base_18.jpg,180-200,7,02,18,0,white,"Масъалаҳои густариши ҳамкорӣ ва татбиқи минбаъдаи лоиҳаҳои муштарак, вокуниш ба офатҳои табиӣ, ҳамкорӣ ва расонидани кумакҳои техникӣ дар вохӯрии Раиси Кумитаи ҳолатҳои фавқулода ва мудофиаи граждании назди Ҳукумати Ҷумҳурии Тоҷикистон бо роҳбари нави Комиссари Олии Созмони Милали Муттаҳид оид ба паноҳандагон (UNHCR) дар Ҷумҳурии Тоҷикистон баррасӣ шуданд. Дар ин хусус ба АМИТ «Ховар» дар Кумитаи ҳолатҳои фавқулода ва мудофиаи гражданӣ хабар доданд. Зимни вохӯрӣ дар бораи офатҳои табиии дар мамлакат рухдода, корҳои анҷомёфта баҳри рафъи оқибатҳои онҳо ва кумакҳои аз ҷониби Ҳукумати Ҷумҳурии Тоҷикистон ва шарикони байналмилалӣ ба аҳолии зарардида расонида маълумот дода шуд. Ҳамчунин масъалаи оғози корҳои таъмиру навсозии биноҳои воқеъ дар ҳудуди Хадамоти зидди жола, ки дар ноҳияи Ҷалолиддини Балхии вилояти Хатлон ҷойгир аст, баррасӣ гардид. Маркази бунёдшаванда барои ҷойгиркунии муваққатии қурбониёни офатҳои табиӣ ва гузаронидани машқҳо истифода мешавад.Дар фарҷом ҷонибҳо ба тавофуқ расиданд, ки механизмҳои мавҷудаи ҳамкории Кумитаи ҳолатҳои фавқулода ва мудофиаи гражданӣ ва Комиссари Олии Созмони Милали Муттаҳид оид ба паноҳандагон имкон медиҳанд, ки дар оянда ба таҳдидҳои нави ҳолатҳои фавқулодаи табиӣ ва техногенӣ муқовимати босамар нишон дода шавад."
402,180-200_7_02_base_18_bg-light_yellow.jpg,180-200,7,02,18,0,light_yellow,"Масъалаҳои густариши ҳамкорӣ ва татбиқи минбаъдаи лоиҳаҳои муштарак, вокуниш ба офатҳои табиӣ, ҳамкорӣ ва расонидани кумакҳои техникӣ дар вохӯрии Раиси Кумитаи ҳолатҳои фавқулода ва мудофиаи граждании назди Ҳукумати Ҷумҳурии Тоҷикистон бо роҳбари нави Комиссари Олии Созмони Милали Муттаҳид оид ба паноҳандагон (UNHCR) дар Ҷумҳурии Тоҷикистон баррасӣ шуданд. Дар ин хусус ба АМИТ «Ховар» дар Кумитаи ҳолатҳои фавқулода ва мудофиаи гражданӣ хабар доданд. Зимни вохӯрӣ дар бораи офатҳои табиии дар мамлакат рухдода, корҳои анҷомёфта баҳри рафъи оқибатҳои онҳо ва кумакҳои аз ҷониби Ҳукумати Ҷумҳурии Тоҷикистон ва шарикони байналмилалӣ ба аҳолии зарардида расонида маълумот дода шуд. Ҳамчунин масъалаи оғози корҳои таъмиру навсозии биноҳои воқеъ дар ҳудуди Хадамоти зидди жола, ки дар ноҳияи Ҷалолиддини Балхии вилояти Хатлон ҷойгир аст, баррасӣ гардид. Маркази бунёдшаванда барои ҷойгиркунии муваққатии қурбониёни офатҳои табиӣ ва гузаронидани машқҳо истифода мешавад.Дар фарҷом ҷонибҳо ба тавофуқ расиданд, ки механизмҳои мавҷудаи ҳамкории Кумитаи ҳолатҳои фавқулода ва мудофиаи гражданӣ ва Комиссари Олии Созмони Милали Муттаҳид оид ба паноҳандагон имкон медиҳанд, ки дар оянда ба таҳдидҳои нави ҳолатҳои фавқулодаи табиӣ ва техногенӣ муқовимати босамар нишон дода шавад."
403,180-200_7_02_base_18_bg-slate_gray.jpg,180-200,7,02,18,0,slate_gray,"Масъалаҳои густариши ҳамкорӣ ва татбиқи минбаъдаи лоиҳаҳои муштарак, вокуниш ба офатҳои табиӣ, ҳамкорӣ ва расонидани кумакҳои техникӣ дар вохӯрии Раиси Кумитаи ҳолатҳои фавқулода ва мудофиаи граждании назди Ҳукумати Ҷумҳурии Тоҷикистон бо роҳбари нави Комиссари Олии Созмони Милали Муттаҳид оид ба паноҳандагон (UNHCR) дар Ҷумҳурии Тоҷикистон баррасӣ шуданд. Дар ин хусус ба АМИТ «Ховар» дар Кумитаи ҳолатҳои фавқулода ва мудофиаи гражданӣ хабар доданд. Зимни вохӯрӣ дар бораи офатҳои табиии дар мамлакат рухдода, корҳои анҷомёфта баҳри рафъи оқибатҳои онҳо ва кумакҳои аз ҷониби Ҳукумати Ҷумҳурии Тоҷикистон ва шарикони байналмилалӣ ба аҳолии зарардида расонида маълумот дода шуд. Ҳамчунин масъалаи оғози корҳои таъмиру навсозии биноҳои воқеъ дар ҳудуди Хадамоти зидди жола, ки дар ноҳияи Ҷалолиддини Балхии вилояти Хатлон ҷойгир аст, баррасӣ гардид. Маркази бунёдшаванда барои ҷойгиркунии муваққатии қурбониёни офатҳои табиӣ ва гузаронидани машқҳо истифода мешавад.Дар фарҷом ҷонибҳо ба тавофуқ расиданд, ки механизмҳои мавҷудаи ҳамкории Кумитаи ҳолатҳои фавқулода ва мудофиаи гражданӣ ва Комиссари Олии Созмони Милали Муттаҳид оид ба паноҳандагон имкон медиҳанд, ки дар оянда ба таҳдидҳои нави ҳолатҳои фавқулодаи табиӣ ва техногенӣ муқовимати босамар нишон дода шавад."
404,180-200_7_02_base_18_blur-0.75.jpg,180-200,7,02,18,0.75,white,"Масъалаҳои густариши ҳамкорӣ ва татбиқи минбаъдаи лоиҳаҳои муштарак, вокуниш ба офатҳои табиӣ, ҳамкорӣ ва расонидани кумакҳои техникӣ дар вохӯрии Раиси Кумитаи ҳолатҳои фавқулода ва мудофиаи граждании назди Ҳукумати Ҷумҳурии Тоҷикистон бо роҳбари нави Комиссари Олии Созмони Милали Муттаҳид оид ба паноҳандагон (UNHCR) дар Ҷумҳурии Тоҷикистон баррасӣ шуданд. Дар ин хусус ба АМИТ «Ховар» дар Кумитаи ҳолатҳои фавқулода ва мудофиаи гражданӣ хабар доданд. Зимни вохӯрӣ дар бораи офатҳои табиии дар мамлакат рухдода, корҳои анҷомёфта баҳри рафъи оқибатҳои онҳо ва кумакҳои аз ҷониби Ҳукумати Ҷумҳурии Тоҷикистон ва шарикони байналмилалӣ ба аҳолии зарардида расонида маълумот дода шуд. Ҳамчунин масъалаи оғози корҳои таъмиру навсозии биноҳои воқеъ дар ҳудуди Хадамоти зидди жола, ки дар ноҳияи Ҷалолиддини Балхии вилояти Хатлон ҷойгир аст, баррасӣ гардид. Маркази бунёдшаванда барои ҷойгиркунии муваққатии қурбониёни офатҳои табиӣ ва гузаронидани машқҳо истифода мешавад.Дар фарҷом ҷонибҳо ба тавофуқ расиданд, ки механизмҳои мавҷудаи ҳамкории Кумитаи ҳолатҳои фавқулода ва мудофиаи гражданӣ ва Комиссари Олии Созмони Милали Муттаҳид оид ба паноҳандагон имкон медиҳанд, ки дар оянда ба таҳдидҳои нави ҳолатҳои фавқулодаи табиӣ ва техногенӣ муқовимати босамар нишон дода шавад."
405,180-200_7_02_base_18_blur-1.5.jpg,180-200,7,02,18,1.5,white,"Масъалаҳои густариши ҳамкорӣ ва татбиқи минбаъдаи лоиҳаҳои муштарак, вокуниш ба офатҳои табиӣ, ҳамкорӣ ва расонидани кумакҳои техникӣ дар вохӯрии Раиси Кумитаи ҳолатҳои фавқулода ва мудофиаи граждании назди Ҳукумати Ҷумҳурии Тоҷикистон бо роҳбари нави Комиссари Олии Созмони Милали Муттаҳид оид ба паноҳандагон (UNHCR) дар Ҷумҳурии Тоҷикистон баррасӣ шуданд. Дар ин хусус ба АМИТ «Ховар» дар Кумитаи ҳолатҳои фавқулода ва мудофиаи гражданӣ хабар доданд. Зимни вохӯрӣ дар бораи офатҳои табиии дар мамлакат рухдода, корҳои анҷомёфта баҳри рафъи оқибатҳои онҳо ва кумакҳои аз ҷониби Ҳукумати Ҷумҳурии Тоҷикистон ва шарикони байналмилалӣ ба аҳолии зарардида расонида маълумот дода шуд. Ҳамчунин масъалаи оғози корҳои таъмиру навсозии биноҳои воқеъ дар ҳудуди Хадамоти зидди жола, ки дар ноҳияи Ҷалолиддини Балхии вилояти Хатлон ҷойгир аст, баррасӣ гардид. Маркази бунёдшаванда барои ҷойгиркунии муваққатии қурбониёни офатҳои табиӣ ва гузаронидани машқҳо истифода мешавад.Дар фарҷом ҷонибҳо ба тавофуқ расиданд, ки механизмҳои мавҷудаи ҳамкории Кумитаи ҳолатҳои фавқулода ва мудофиаи гражданӣ ва Комиссари Олии Созмони Милали Муттаҳид оид ба паноҳандагон имкон медиҳанд, ки дар оянда ба таҳдидҳои нави ҳолатҳои фавқулодаи табиӣ ва техногенӣ муқовимати босамар нишон дода шавад."
